id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
SPATA31C1,4,0.0018226,0.0065698,0.544234,230,4,-0.40545,0.99818,0.9982,1.0,18998,0,-0.40545
NCAPD2,4,0.0018276,0.0065895,0.544234,231,3,-0.51613,0.98809,0.98812,1.0,18722,0,-0.51613
KCNK16,4,0.0018322,0.0066061,0.544234,232,2,-0.19287,0.29926,0.43204,1.0,7687,1,-0.19287
TPRA1,4,0.0018591,0.0067035,0.547749,233,2,-0.047023,0.059602,0.13721,1.0,2394,2,-0.047023
GATAD2A,4,0.0018599,0.0067061,0.547749,234,3,-0.62487,0.95298,0.95285,1.0,17906,0,-0.62487
ORC3,4,0.0018861,0.0067957,0.552707,235,2,-0.306,0.90018,0.89982,1.0,16774,0,-0.306
TAF7L,4,0.0019082,0.006875,0.55576,236,3,-0.58963,0.90827,0.908,1.0,16929,0,-0.58963
PLD1,4,0.0019155,0.006905,0.55576,237,3,-0.38291,0.76254,0.76226,1.0,13956,1,-0.38291
BATF3,4,0.001927,0.006948,0.55576,238,3,-0.4484,0.97236,0.97231,1.0,18357,0,-0.4484
FTH1P18,4,0.0019272,0.0069495,0.55576,239,4,-0.49035,0.99807,0.99809,1.0,18996,0,-0.49035
DDC,4,0.0019656,0.0070853,0.564253,240,2,-0.47091,0.26658,0.39542,1.0,6961,1,-0.47091
TKT,4,0.001986,0.0071557,0.567499,241,4,-0.27151,0.99801,0.99803,1.0,18995,0,-0.27151
MCM3,4,0.0020018,0.0072122,0.569614,242,3,-0.57847,0.70879,0.71314,1.0,13019,1,-0.57847
ZNF644,4,0.002072,0.0074603,0.584787,243,4,-0.42869,0.99793,0.99795,1.0,18994,0,-0.42869
CRAMP1L,4,0.002074,0.0074655,0.584787,244,4,-0.41424,0.99793,0.99795,1.0,18993,0,-0.41424
PCDH9,4,0.0021411,0.0077136,0.601758,245,3,-0.39341,0.63066,0.6533,1.0,11863,1,-0.39341
DEFB130,4,0.0021792,0.0078369,0.608354,246,4,-0.40324,0.99782,0.99784,1.0,18992,0,-0.40324
KPNA6,4,0.0021963,0.0078929,0.608354,247,3,-0.37188,0.92546,0.92525,1.0,17281,0,-0.37188
HNRNPF,4,0.0021993,0.0079063,0.608354,248,4,-0.46747,0.9978,0.99782,1.0,18991,0,-0.46747
NUDT5,4,0.0022051,0.0079255,0.608354,249,2,-0.33885,0.96087,0.96079,1.0,18083,0,-0.33885
MYB,4,0.0022181,0.0079742,0.608398,250,3,-0.49302,0.43707,0.53794,1.0,9673,1,-0.49302
MAFF,4,0.0022227,0.0079897,0.608398,251,4,-0.26561,0.99778,0.99779,1.0,18990,0,-0.26561
ABCB7,4,0.0022496,0.0080851,0.613213,252,3,-0.57205,0.98617,0.98617,1.0,18680,0,-0.57205
OR6V1,4,0.0022887,0.0082125,0.620416,253,3,-0.3793,0.63728,0.65792,1.0,11956,1,-0.3793
ATF6B,4,0.0023042,0.008271,0.621452,254,3,-0.37803,0.95887,0.95881,1.0,18030,0,-0.37803
RNF170,4,0.0023088,0.0082912,0.621452,255,3,-0.49941,0.8828,0.88237,1.0,16417,0,-0.49941
BMI1,4,0.0023388,0.0083985,0.621908,256,2,-0.31231,0.71775,0.72078,1.0,13165,1,-0.31231
GCH1,4,0.0023449,0.0084207,0.621908,257,2,-0.31789,0.23153,0.35615,1.0,6262,1,-0.31789
HTR1D,4,0.0023566,0.0084586,0.621908,258,4,-0.40315,0.99635,0.99638,1.0,18947,0,-0.40315
SNX13,4,0.0023774,0.0085404,0.621908,259,4,-0.31141,0.99544,0.99548,1.0,18923,0,-0.31141
GJB3,4,0.0023782,0.0085435,0.621908,260,2,-0.22723,0.77463,0.77418,1.0,14180,0,-0.22723
LOC100996693,4,0.0024043,0.0086321,0.621908,261,3,-0.39817,0.78126,0.78082,1.0,14308,0,-0.39817
FAM166A,4,0.002411,0.0086559,0.621908,262,4,-0.36739,0.99759,0.99759,1.0,18989,0,-0.36739
ZBTB33,4,0.0024121,0.0086601,0.621908,263,4,-0.41904,0.99759,0.99759,1.0,18988,0,-0.41904
RAC2,4,0.002424,0.0087051,0.621908,264,4,-0.44413,0.99493,0.99498,1.0,18907,0,-0.44413
WASF2,4,0.0024293,0.0087191,0.621908,265,4,-0.41628,0.99757,0.99757,1.0,18987,0,-0.41628
NKX2-6,4,0.0024296,0.0087196,0.621908,266,1,-0.056181,0.49272,0.56747,1.0,10232,1,-0.056181
PARD3B,4,0.0024332,0.0087295,0.621908,267,2,-0.41961,0.81396,0.81357,1.0,15004,0,-0.41961
HIST1H4L,4,0.0024344,0.0087352,0.621908,268,4,-0.30099,0.99757,0.99757,1.0,18986,0,-0.30099
GPR62,4,0.0024455,0.0087745,0.621908,269,2,-0.39147,0.92952,0.92931,1.0,17371,0,-0.39147
CMTR1,4,0.0024597,0.0088305,0.621908,270,4,-0.45098,0.99754,0.99754,1.0,18985,0,-0.45098
VAC14,4,0.0024701,0.0088605,0.621908,271,4,-0.33936,0.99753,0.99753,1.0,18984,0,-0.33936
CEP70,4,0.0024754,0.008874,0.621908,272,4,-0.51721,0.99752,0.99753,1.0,18983,0,-0.51721
ZNF26,4,0.0024818,0.0088911,0.621908,273,3,-0.38748,0.96581,0.96576,1.0,18189,0,-0.38748
CKLF-CMTM1,4,0.0024919,0.0089253,0.621908,274,3,-0.57682,0.2531,0.38032,1.0,6689,1,-0.57682
DLX2,4,0.0024994,0.0089481,0.621908,275,3,-0.60563,0.70433,0.7094,1.0,12953,1,-0.60563
DENR,4,0.0025313,0.0090475,0.625846,276,3,-0.42327,0.8237,0.82319,1.0,15215,0,-0.42327
WDR81,4,0.0025419,0.009089,0.625846,277,3,-0.32279,0.97101,0.97097,1.0,18320,0,-0.32279
OR8B8,4,0.0025468,0.009103,0.625846,278,3,-0.42858,0.80075,0.80034,1.0,14713,0,-0.42858
CSF2RB,4,0.0025881,0.009233,0.630852,279,4,-0.32867,0.99741,0.99741,1.0,18981,0,-0.32867
MRPS33,4,0.0025914,0.0092418,0.630852,280,3,-0.57163,0.97648,0.97647,1.0,18449,0,-0.57163
RHOBTB1,4,0.0026026,0.0092775,0.631038,281,3,-0.49971,0.95105,0.95097,1.0,17848,0,-0.49971
YRDC,4,0.0026377,0.0093995,0.636025,282,4,-0.43278,0.99736,0.99737,1.0,18979,0,-0.43278
ANKRD65,4,0.0026425,0.0094174,0.636025,283,4,-0.22913,0.99736,0.99736,1.0,18978,0,-0.22913
GPRASP1,4,0.0026562,0.0094547,0.636295,284,2,-0.36266,0.64183,0.66121,1.0,12016,1,-0.36266
CACNB4,4,0.0026966,0.0095982,0.643686,285,4,-0.56888,0.9973,0.99731,1.0,18977,0,-0.56888
OCA2,4,0.0027214,0.0096894,0.647528,286,4,-0.3657,0.99728,0.99728,1.0,18976,0,-0.3657
SPTSSA,4,0.0027383,0.0097422,0.647844,287,4,-0.41243,0.99726,0.99726,1.0,18974,0,-0.41243
FOXK1,4,0.0027428,0.0097619,0.647844,288,3,-0.5332,0.90179,0.90142,1.0,16808,0,-0.5332
PAPOLB,4,0.0027684,0.0098559,0.649845,289,4,-0.33356,0.99723,0.99724,1.0,18973,0,-0.33356
LSM14A,4,0.0027701,0.0098614,0.649845,290,3,-0.361,0.91841,0.9182,1.0,17141,0,-0.361
GID8,4,0.0027795,0.0098987,0.649845,291,3,-0.40678,0.81003,0.80963,1.0,14918,0,-0.40678
KRTAP10-6,4,0.0027893,0.0099287,0.649845,292,3,-0.61831,0.98437,0.98437,1.0,18633,0,-0.61831
RANBP3,4,0.0028052,0.0099888,0.649845,293,4,-0.32972,0.99719,0.9972,1.0,18972,0,-0.32972
KIAA1804,4,0.0028078,0.009996,0.649845,294,4,-0.34868,0.99719,0.9972,1.0,18971,0,-0.34868
DEFA5,4,0.002845,0.010135,0.656637,295,4,-0.26971,0.99716,0.99715,1.0,18970,0,-0.26971
G6PD,4,0.0028586,0.010178,0.656782,296,3,-0.44714,0.95886,0.9588,1.0,18029,0,-0.44714
KIR2DS4,4,0.0028653,0.010206,0.656782,297,2,-0.31498,0.87218,0.8718,1.0,16194,0,-0.31498
RAB5A,4,0.0028791,0.010256,0.657768,298,3,-0.45949,0.98948,0.98952,1.0,18767,0,-0.45949
ATP6V1H,4,0.0028969,0.010314,0.659233,299,4,-0.31796,0.9971,0.9971,1.0,18969,0,-0.31796
SLC16A9,4,0.0029154,0.010391,0.659233,300,2,-0.18415,0.62857,0.65186,1.0,11835,1,-0.18415
KRT8,4,0.002925,0.010427,0.659233,301,3,-0.32019,0.88112,0.88064,1.0,16385,0,-0.32019
DCAF15,4,0.0029303,0.010446,0.659233,302,4,-0.31821,0.99707,0.99707,1.0,18968,0,-0.31821
PIP4K2A,4,0.0029322,0.010451,0.659233,303,2,-0.28221,0.94637,0.9463,1.0,17742,0,-0.28221
MEF2D,4,0.0029515,0.010514,0.661005,304,2,-0.18362,0.93095,0.93072,1.0,17393,0,-0.18362
FAM122A,4,0.0029823,0.010622,0.661973,305,3,-0.5572,0.43332,0.53604,1.0,9629,1,-0.5572
KRT4,4,0.002984,0.010628,0.661973,306,4,-0.42418,0.99702,0.99701,1.0,18967,0,-0.42418
PPIL2,4,0.0029863,0.010634,0.661973,307,2,-0.5037,0.43625,0.53754,1.0,9665,1,-0.5037
SET,4,0.0030037,0.010696,0.661973,308,3,-0.35859,0.96564,0.96557,1.0,18182,0,-0.35859
GPR12,4,0.0030045,0.010702,0.661973,309,3,-0.49173,0.6806,0.69032,1.0,12588,1,-0.49173
MAEA,4,0.0030439,0.010835,0.66581,310,4,-0.31354,0.99696,0.99695,1.0,18965,0,-0.31354
MED23,4,0.0030559,0.010877,0.66581,311,3,-0.40623,0.98408,0.98408,1.0,18627,0,-0.40623
NLRC5,4,0.0030582,0.010883,0.66581,312,4,-0.20902,0.99694,0.99694,1.0,18964,0,-0.20902
DNAH17,4,0.0030678,0.010915,0.66581,313,4,-0.35884,0.99676,0.99676,1.0,18957,0,-0.35884
CEP192,4,0.0030766,0.010938,0.66581,314,4,-0.34639,0.99692,0.99692,1.0,18963,0,-0.34639
OR2AG2,4,0.0030944,0.010996,0.667217,315,4,-0.28947,0.99691,0.9969,1.0,18962,0,-0.28947
CPN2,4,0.003115,0.011069,0.668224,316,4,-0.29387,0.99689,0.99688,1.0,18961,0,-0.29387
PTGES2,4,0.003126,0.011113,0.668224,317,4,-0.27276,0.99687,0.99687,1.0,18960,0,-0.27276
KLHL9,4,0.0031295,0.011123,0.668224,318,3,-0.37941,0.17668,0.29398,1.0,5160,1,-0.37941
ZNF74,4,0.0031399,0.011153,0.668224,319,4,-0.24575,0.99686,0.99686,1.0,18959,0,-0.24575
RFPL1,4,0.0032003,0.011362,0.678636,320,3,-0.30582,0.41461,0.52655,1.0,9468,1,-0.30582
ZNF436,4,0.0032353,0.011491,0.684171,321,4,-0.44637,0.99676,0.99677,1.0,18958,0,-0.44637
CMAS,4,0.0032475,0.011542,0.68509,322,3,-0.40448,0.9342,0.93404,1.0,17472,0,-0.40448
OR5H6,4,0.003278,0.011644,0.685374,323,2,-0.21331,0.84771,0.8471,1.0,15697,0,-0.21331
MOB3C,4,0.0032802,0.01165,0.685374,324,4,-0.35383,0.99672,0.99672,1.0,18956,0,-0.35383
FAM183A,4,0.0032905,0.011678,0.685374,325,4,-0.57439,0.99307,0.99311,1.0,18851,0,-0.57439
ARR3,4,0.0032946,0.011691,0.685374,326,4,-0.30073,0.99671,0.99671,1.0,18955,0,-0.30073
PRKCG,4,0.0033154,0.011766,0.685374,327,3,-0.34794,0.98851,0.98856,1.0,18737,0,-0.34794
PAK4,4,0.0033177,0.011776,0.685374,328,4,-0.24113,0.99668,0.99668,1.0,18954,0,-0.24113
CMKLR1,4,0.0033338,0.01183,0.685374,329,4,-0.51237,0.99262,0.99268,1.0,18838,0,-0.51237
CC2D1A,4,0.0033351,0.011833,0.685374,330,3,-0.51872,0.98633,0.98633,1.0,18683,0,-0.51872
NHLRC2,4,0.0033503,0.011891,0.686623,331,4,-0.59145,0.99665,0.99665,1.0,18953,0,-0.59145
CFL2,4,0.0033664,0.011954,0.688164,332,4,-0.41358,0.99663,0.99664,1.0,18952,0,-0.41358
TRIP12,4,0.0033803,0.012002,0.688892,333,3,-0.51425,0.98709,0.98712,1.0,18697,0,-0.51425
ZNF736,4,0.0034143,0.012107,0.691482,334,2,-0.2471,0.82645,0.82587,1.0,15270,0,-0.2471
HIST1H2AJ,4,0.0034288,0.012163,0.691482,335,3,-0.43943,0.76286,0.76257,1.0,13964,1,-0.43943
RAP1GDS1,4,0.0034433,0.012213,0.691482,336,3,-0.41806,0.3952,0.51701,1.0,9286,1,-0.41806
RMND5A,4,0.0034486,0.012237,0.691482,337,4,-0.28709,0.99438,0.99443,1.0,18891,0,-0.28709
KRTAP10-8,4,0.0034506,0.012244,0.691482,338,3,-0.46259,0.96945,0.96941,1.0,18277,0,-0.46259
DEGS2,4,0.0034579,0.012267,0.691482,339,2,-0.30333,0.78036,0.77991,1.0,14290,0,-0.30333
DOCK3,4,0.0034684,0.012301,0.691482,340,4,-0.35198,0.99653,0.99654,1.0,18951,0,-0.35198
UBN1,4,0.0034984,0.012405,0.69532,341,4,-0.2909,0.9965,0.99651,1.0,18950,0,-0.2909
C15orf43,4,0.0035119,0.012455,0.696066,342,4,-0.33915,0.99649,0.99649,1.0,18949,0,-0.33915
RNPC3,4,0.0035459,0.012558,0.69845,343,3,-0.56578,0.078654,0.17443,1.0,3049,1,-0.56578
KEAP1,4,0.0035508,0.012572,0.69845,344,3,-0.52863,0.9893,0.98934,1.0,18759,0,-0.52863
PPP2R5C,4,0.0035612,0.012607,0.69845,345,4,-0.4316,0.99644,0.99646,1.0,18948,0,-0.4316
KPNA5,4,0.0036241,0.012831,0.705716,346,3,-0.53372,0.50085,0.57195,1.0,10308,1,-0.53372
COPRS,4,0.0036255,0.012834,0.705716,347,3,-0.48041,0.86609,0.86566,1.0,16063,0,-0.48041
POLD3,4,0.0036297,0.012849,0.705716,348,1,0.16515,0.29934,0.43214,1.0,7689,2,0.16515
TMEM115,4,0.0036461,0.012915,0.707297,349,2,-0.78991,0.95162,0.95151,1.0,17866,0,-0.78991
TFG,4,0.003714,0.013146,0.714091,350,3,-0.58678,0.44894,0.54405,1.0,9788,1,-0.58678
RAPGEF1,4,0.0037225,0.013176,0.714091,351,3,-0.5835,0.96654,0.96649,1.0,18209,0,-0.5835
NRK,4,0.0037239,0.013181,0.714091,352,3,-0.40094,0.83537,0.83475,1.0,15444,0,-0.40094
VPS37D,4,0.0037272,0.013189,0.714091,353,4,-0.22829,0.99627,0.9963,1.0,18945,0,-0.22829
CCKAR,4,0.0037553,0.013287,0.716985,354,2,-0.31482,0.8625,0.86208,1.0,15993,0,-0.31482
KRTAP21-2,4,0.0037652,0.013317,0.716985,355,4,-0.3704,0.99623,0.99627,1.0,18944,0,-0.3704
SLC2A6,4,0.0037843,0.013383,0.717323,356,4,-0.29739,0.99622,0.99625,1.0,18943,0,-0.29739
BTNL3,4,0.0037881,0.013398,0.717323,357,3,-0.42052,0.97151,0.97148,1.0,18334,0,-0.42052
SIRT6,4,0.0038048,0.013457,0.718444,358,2,-0.20747,0.72794,0.72982,1.0,13359,1,-0.20747
FAM25G,4,0.0038201,0.013508,0.719146,359,3,-0.35856,0.98366,0.98367,1.0,18614,0,-0.35856
TM4SF19,4,0.0038428,0.013591,0.721086,360,3,-0.28628,0.34542,0.4841,1.0,8655,1,-0.28628
CT47A4,4,0.003851,0.01362,0.721086,361,4,-0.38268,0.99615,0.99618,1.0,18941,0,-0.38268
ID2,4,0.0038931,0.013751,0.726013,362,3,-0.35179,0.4983,0.57051,1.0,10284,1,-0.35179
HSBP1,4,0.003942,0.013915,0.728726,363,3,-0.52221,0.86375,0.86333,1.0,16021,0,-0.52221
SSH1,4,0.0039423,0.013916,0.728726,364,4,-0.24202,0.99606,0.99609,1.0,18940,0,-0.24202
ZNF276,4,0.0039426,0.013916,0.728726,365,2,-0.29359,0.62976,0.65269,1.0,11855,1,-0.29359
C19orf52,4,0.0039589,0.013968,0.729441,366,3,-0.3789,0.98787,0.9879,1.0,18716,0,-0.3789
MCM4,4,0.0039784,0.014032,0.730785,367,2,-0.53182,0.49614,0.56934,1.0,10262,1,-0.53182
C4orf29,4,0.0039967,0.014093,0.731619,368,3,-0.40677,0.62613,0.65018,1.0,11805,1,-0.40677
SIX2,4,0.0040069,0.01413,0.731619,369,4,-0.27556,0.99599,0.99603,1.0,18938,0,-0.27556
TRIM11,4,0.0040175,0.014174,0.731619,370,4,-0.32997,0.99428,0.99434,1.0,18888,0,-0.32997
ITGAM,4,0.0040244,0.014201,0.731619,371,4,-0.37279,0.99598,0.99601,1.0,18937,0,-0.37279
RBM3,4,0.0040395,0.014242,0.731755,372,4,-0.35007,0.99596,0.99599,1.0,18936,0,-0.35007
ZNF624,4,0.0040962,0.01444,0.737031,373,4,-0.5404,0.99247,0.99253,1.0,18833,0,-0.5404
SFSWAP,4,0.004099,0.014447,0.737031,374,3,-0.35512,0.94749,0.94745,1.0,17771,0,-0.35512
SFPQ,4,0.004112,0.014489,0.737031,375,3,-0.76863,0.95557,0.95547,1.0,17964,0,-0.76863
GGT5,4,0.0041151,0.014499,0.737031,376,3,-0.39631,0.93688,0.93682,1.0,17537,0,-0.39631
PDE7B,4,0.0041302,0.014564,0.738359,377,3,-0.44923,0.86368,0.86326,1.0,16019,0,-0.44923
NPHP1,4,0.0041778,0.014705,0.74022,378,4,-0.30394,0.99582,0.99585,1.0,18934,0,-0.30394
BTBD8,4,0.0041916,0.01476,0.74022,379,3,-0.46806,0.96449,0.96445,1.0,18158,0,-0.46806
DRAP1,4,0.0042011,0.014788,0.74022,380,4,-0.34067,0.9958,0.99583,1.0,18933,0,-0.34067
PHF19,4,0.0042033,0.014797,0.74022,381,3,-0.45353,0.63691,0.65764,1.0,11948,1,-0.45353
PSMD4,4,0.004208,0.014811,0.74022,382,3,-0.5661,0.91816,0.91795,1.0,17136,0,-0.5661
ARMT1,4,0.004227,0.014878,0.74022,383,4,-0.36166,0.99577,0.9958,1.0,18932,0,-0.36166
CABP5,4,0.0042437,0.014933,0.74022,384,3,-0.22423,0.29102,0.42283,1.0,7505,1,-0.22423
TBL1Y,4,0.0042554,0.014969,0.74022,385,1,-0.039492,0.46295,0.55135,1.0,9931,1,-0.039492
LRCOL1,4,0.0042619,0.014989,0.74022,386,3,-0.46442,0.98443,0.98444,1.0,18635,0,-0.46442
ARL6IP6,4,0.0042728,0.015026,0.74022,387,3,-0.44384,0.98231,0.98232,1.0,18580,0,-0.44384
SERPINB8,4,0.0042759,0.015033,0.74022,388,4,-0.26811,0.9937,0.99374,1.0,18867,0,-0.26811
NUTM2F,4,0.0042845,0.015065,0.74022,389,4,-0.34004,0.99572,0.99575,1.0,18930,0,-0.34004
RQCD1,4,0.0042962,0.015106,0.740327,390,3,-0.5753,0.9416,0.94152,1.0,17648,0,-0.5753
KNTC1,4,0.0043124,0.015158,0.740401,391,2,-0.15949,0.72166,0.72424,1.0,13242,1,-0.15949
DAAM2,4,0.0043257,0.015195,0.740401,392,3,-0.3675,0.90663,0.90635,1.0,16905,0,-0.3675
ISLR,4,0.0043408,0.015251,0.740401,393,4,-0.48088,0.99474,0.99479,1.0,18901,0,-0.48088
SLN,4,0.0043449,0.015263,0.740401,394,2,-0.38555,0.30601,0.4396,1.0,7837,1,-0.38555
CCDC127,4,0.0043595,0.015315,0.740542,395,4,-0.42588,0.99564,0.99568,1.0,18929,0,-0.42588
ETFDH,4,0.0043719,0.015363,0.740542,396,4,-0.25167,0.99563,0.99566,1.0,18928,0,-0.25167
ADGRG5,4,0.0043781,0.015382,0.740542,397,4,-0.30748,0.99562,0.99565,1.0,18927,0,-0.30748
ZCCHC6,4,0.0044633,0.015663,0.74848,398,4,-0.34113,0.99554,0.99557,1.0,18926,0,-0.34113
ZNF852,4,0.004476,0.01571,0.74848,399,2,-0.2265,0.11709,0.22596,1.0,3953,2,-0.2265
IMPAD1,4,0.0045077,0.015824,0.74848,400,4,-0.27004,0.99549,0.99553,1.0,18925,0,-0.27004
NACC1,4,0.0045093,0.015829,0.74848,401,3,-0.33063,0.71443,0.71788,1.0,13110,1,-0.33063
ABCG5,4,0.004516,0.015854,0.74848,402,3,-0.44038,0.97673,0.97673,1.0,18454,0,-0.44038
RD3,4,0.0045174,0.015859,0.74848,403,3,-0.45702,0.51823,0.58174,1.0,10484,1,-0.45702
SMAD7,4,0.0045195,0.015865,0.74848,404,4,-0.44641,0.99548,0.99552,1.0,18924,0,-0.44641
C19orf40,4,0.0045339,0.015909,0.74848,405,2,-0.25258,0.90925,0.90901,1.0,16951,0,-0.25258
FAS,4,0.0045682,0.016022,0.74848,406,2,-0.13677,0.97513,0.97509,1.0,18413,0,-0.13677
ANXA13,4,0.0045881,0.016087,0.74848,407,2,-0.19105,0.49733,0.56997,1.0,10273,1,-0.19105
NFKB1,4,0.0045981,0.016118,0.74848,408,3,-0.67083,0.98598,0.98598,1.0,18675,0,-0.67083
TENM3,4,0.0046006,0.016125,0.74848,409,3,-0.38594,0.98905,0.9891,1.0,18755,0,-0.38594
ATP6V1G3,4,0.0046047,0.016135,0.74848,410,3,-0.37285,0.65042,0.66736,1.0,12132,1,-0.37285
KIAA0355,4,0.004609,0.016153,0.74848,411,3,-0.38824,0.94167,0.94159,1.0,17649,0,-0.38824
HSD17B6,4,0.0046203,0.016194,0.74848,412,2,-0.36398,0.20448,0.32546,1.0,5705,1,-0.36398
SLC25A6,4,0.0046509,0.016301,0.74848,413,3,-0.31986,0.99196,0.99202,1.0,18821,0,-0.31986
SYCN,4,0.0046593,0.016327,0.74848,414,3,-0.29943,0.47211,0.55623,1.0,10021,1,-0.29943
EMCN,4,0.0046651,0.016345,0.74848,415,3,-0.55462,0.97135,0.97132,1.0,18329,0,-0.55462
CALR,4,0.0046746,0.016376,0.74848,416,4,-0.27271,0.99533,0.99536,1.0,18922,0,-0.27271
IL1RAP,4,0.0046804,0.016394,0.74848,417,3,-0.37255,0.47776,0.55931,1.0,10087,1,-0.37255
MED1,4,0.0046846,0.01641,0.74848,418,2,-0.4127,0.94782,0.94777,1.0,17780,0,-0.4127
GZMK,4,0.0047009,0.016479,0.74848,419,4,-0.49612,0.9953,0.99533,1.0,18921,0,-0.49612
ILKAP,4,0.0047037,0.016492,0.74848,420,4,-0.34814,0.9953,0.99533,1.0,18920,0,-0.34814
ROR1,4,0.004715,0.016531,0.74848,421,4,-0.26733,0.99529,0.99532,1.0,18919,0,-0.26733
NCAPH2,4,0.0047184,0.016542,0.74848,422,2,-0.58269,0.89861,0.89831,1.0,16731,0,-0.58269
ADRBK2,4,0.0047409,0.016621,0.74848,423,3,-0.37625,0.47673,0.55873,1.0,10078,1,-0.37625
FAM180A,4,0.0047489,0.016642,0.74848,424,4,-0.42192,0.99525,0.99528,1.0,18918,0,-0.42192
TCF7L2,4,0.0047492,0.016643,0.74848,425,3,-0.43274,0.066794,0.15139,1.0,2626,1,-0.43274
TULP1,4,0.0047608,0.016686,0.748652,426,3,-0.49406,0.94341,0.94331,1.0,17684,0,-0.49406
BCL11A,4,0.0047891,0.016788,0.749094,427,3,-0.57349,0.93876,0.93872,1.0,17579,0,-0.57349
SPDYE3,4,0.0047925,0.016801,0.749094,428,3,-0.4584,0.96357,0.96351,1.0,18138,0,-0.4584
PTHLH,4,0.0047964,0.016814,0.749094,429,4,-0.49533,0.9952,0.99523,1.0,18917,0,-0.49533
ADORA2A,4,0.0048462,0.016985,0.751515,430,2,-0.30422,0.45211,0.54566,1.0,9819,1,-0.30422
TRIM49C,4,0.0048654,0.017048,0.751515,431,4,-0.3442,0.99513,0.99516,1.0,18916,0,-0.3442
DNAJC9,4,0.0048664,0.017052,0.751515,432,4,-0.61426,0.99513,0.99516,1.0,18915,0,-0.61426
NAA50,4,0.0048882,0.017126,0.751515,433,3,-0.53614,0.94902,0.94896,1.0,17808,0,-0.53614
C17orf53,4,0.0049002,0.017167,0.751515,434,4,-0.31563,0.9951,0.99513,1.0,18914,0,-0.31563
FAM160A1,4,0.004907,0.017187,0.751515,435,4,-0.42711,0.99509,0.99513,1.0,18913,0,-0.42711
GRM4,4,0.0049118,0.017205,0.751515,436,4,-0.33734,0.99509,0.99512,1.0,18912,0,-0.33734
SLC6A1,4,0.004915,0.017214,0.751515,437,2,-0.13793,0.034046,0.08515,1.0,1562,2,-0.13793
LYRM4,4,0.0049167,0.017222,0.751515,438,4,-0.37118,0.99508,0.99512,1.0,18911,0,-0.37118
SCUBE3,4,0.0049409,0.017305,0.751991,439,2,-0.16321,0.87544,0.875,1.0,16266,0,-0.16321
ZSCAN23,4,0.004942,0.017312,0.751991,440,4,-0.27139,0.99506,0.99509,1.0,18910,0,-0.27139
ATP2B1,4,0.004985,0.017439,0.752086,441,1,-0.12771,0.52601,0.58627,1.0,10564,1,-0.12771
ARPC5,4,0.0049852,0.017439,0.752086,442,3,-0.3603,0.90417,0.90384,1.0,16859,0,-0.3603
OR4A15,4,0.0050056,0.01751,0.752086,443,4,-0.26785,0.99499,0.99503,1.0,18909,0,-0.26785
BTBD9,4,0.0050057,0.01751,0.752086,444,3,-0.38608,0.63571,0.65679,1.0,11928,1,-0.38608
TBC1D1,4,0.005006,0.017511,0.752086,445,2,-0.21238,0.75418,0.7541,1.0,13802,1,-0.21238
ZNHIT6,4,0.0050195,0.017551,0.752153,446,3,-0.7338,0.54886,0.59973,1.0,10830,1,-0.7338
SPATA2,4,0.0050471,0.017655,0.752992,447,4,-0.35592,0.99495,0.99499,1.0,18908,0,-0.35592
CNGA1,4,0.0050574,0.01769,0.752992,448,3,-0.53446,0.37453,0.50703,1.0,9111,1,-0.53446
GRHL2,4,0.0050643,0.01771,0.752992,449,3,-0.3738,0.64393,0.6627,1.0,12042,1,-0.3738
CCNJL,4,0.0050679,0.017729,0.752992,450,4,-0.39287,0.99493,0.99498,1.0,18906,0,-0.39287
URAD,4,0.0050908,0.017808,0.754704,451,4,-0.15631,0.99491,0.99495,1.0,18904,0,-0.15631
R3HDM2,4,0.0051413,0.017966,0.759715,452,1,-0.036416,0.066645,0.15108,1.0,2621,1,-0.036416
OXCT2,4,0.0051728,0.01807,0.762431,453,2,-0.38344,0.27418,0.40396,1.0,7140,1,-0.38344
APBB2,4,0.0052074,0.01819,0.764237,454,4,-0.43502,0.99479,0.99484,1.0,18903,0,-0.43502
KCNIP4,4,0.0052082,0.018193,0.764237,455,2,-0.28896,0.83954,0.83885,1.0,15532,0,-0.28896
OGFOD3,4,0.0052349,0.018281,0.766092,456,2,-0.23608,0.93784,0.9378,1.0,17559,0,-0.23608
ENDOD1,4,0.005245,0.018318,0.766092,457,4,-0.26159,0.99475,0.9948,1.0,18902,0,-0.26159
ACTR2,4,0.0052757,0.018424,0.768851,458,4,-0.41555,0.99472,0.99477,1.0,18900,0,-0.41555
PDZRN3,4,0.0052888,0.018471,0.769139,459,3,-0.31112,0.92617,0.92599,1.0,17296,0,-0.31112
FOSL2,4,0.0053153,0.018553,0.770466,460,2,-0.20771,0.29704,0.42953,1.0,7637,2,-0.20771
OXR1,4,0.005328,0.018596,0.770466,461,3,-0.43436,0.40949,0.52399,1.0,9416,1,-0.43436
LOC653602,4,0.0053343,0.018624,0.770466,462,4,-0.42013,0.99467,0.99471,1.0,18899,0,-0.42013
JARID2,4,0.0053497,0.018666,0.770556,463,3,-0.36665,0.89186,0.89155,1.0,16594,0,-0.36665
GAPVD1,4,0.0053632,0.018716,0.770965,464,4,-0.43397,0.99464,0.99468,1.0,18898,0,-0.43397
