gene,beta_mean,beta_sd,psp,lfsr,tau_beta_mean,tau_u_mean,phi_mean,n_obs,n_sgrna,n_sample,batch_size
CLEC11A,-0.23744100718625422,0.33525250119984856,0.246,0.246,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CLNS1A,0.16250168330891968,0.361424639148124,0.674,0.32599999999999996,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CLP1,0.2983298201791521,0.3949495511436506,0.752,0.248,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CNIH4,0.27070357072374013,0.3525502812613082,0.783,0.21699999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
COPA,-0.26931003427967104,0.32842588894220087,0.215,0.215,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CREBBP,-1.045440461003024,0.39334884499342554,0.005,0.005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CSNK2A1,0.296281565258224,0.37615791779942587,0.777,0.22299999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CSTF3,0.05303347063454312,0.3557793185411034,0.544,0.45599999999999996,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CT45A3,-0.3424560690223251,0.33501060316822556,0.167,0.167,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CTDNEP1,0.4170606478920578,0.36131652381448365,0.87,0.13,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CXCL6,-0.24530233680670935,0.3429443697486581,0.229,0.229,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CYB5R4,-0.06787208955530731,0.33625792720516195,0.41,0.41,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CYLD,0.49034419927618195,0.36615326711501595,0.903,0.09699999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
CYP4X1,-0.14891831423946228,0.3456713181793461,0.348,0.348,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DACH1,-0.28632553026975177,0.3411881726054119,0.192,0.192,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DAD1,1.486663103515743,0.5317463825282649,0.996,0.0040000000000000036,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DAND5,-0.2665709314797545,0.33724193348442033,0.216,0.216,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DCAF7,0.3813765587262864,0.36457244752564394,0.847,0.15300000000000002,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DCUN1D5,0.10696627770039735,0.3559796661475905,0.608,0.392,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DDOST,0.616676786967688,0.37210857104095946,0.951,0.049000000000000044,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DDX39B,0.13702564665128725,0.34659436752675965,0.664,0.33599999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DDX3X,0.2334428321918045,0.3610237951132966,0.723,0.277,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DHDDS,0.16810424975308036,0.3460587388975368,0.683,0.31699999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DHX36,0.7613493631123431,0.37900495816875324,0.977,0.02300000000000002,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DIDO1,-0.06919643320611707,0.3582589030847309,0.432,0.432,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DIS3,0.13529998506199303,0.33620765453471735,0.664,0.33599999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DNM1L,-0.07161713995053769,0.34140017401362577,0.433,0.433,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DNMT1,-0.9707291542075345,0.41446304237890175,0.011,0.011,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DNTTIP1,0.31146289394464455,0.3704208222447695,0.801,0.19899999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DOHH,0.2157769005898597,0.3585210076518569,0.739,0.261,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DOT1L,0.1315222975276042,0.36348190872287356,0.63,0.37,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DPAGT1,0.29481103200851255,0.3644804900418186,0.777,0.22299999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DPF2,0.9222296353719478,0.39993699156234147,0.982,0.018000000000000016,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DPM3,0.08666274120890963,0.35330970114290894,0.598,0.402,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DSCC1,-0.8849022272799191,0.3736766653707722,0.013,0.013,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DTYMK,-0.34081660492878973,0.3446510148420774,0.167,0.167,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DUSP4,0.4687101976922091,0.3807346253917642,0.887,0.11299999999999999,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
DYRK1A,-0.0421899943483049,0.34005052869275076,0.436,0.436,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ECD,-0.06619546941320692,0.3357532534081241,0.421,0.421,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF2B3,-0.10734975574434619,0.3505169886026013,0.38,0.38,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3A,0.19109423239803303,0.38736854004153987,0.69,0.31000000000000005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3B,0.10317940887342511,0.3595624898196478,0.631,0.369,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3D,0.4045143203614544,0.35611259813650853,0.865,0.135,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3F,0.16055841394020243,0.35672449286744645,0.681,0.31899999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3I,0.18552369284843703,0.35279070425685205,0.701,0.29900000000000004,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3J,0.22987650353288264,0.3358705336609009,0.764,0.236,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF3L,-0.045215450364754224,0.3258166298663995,0.444,0.444,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF4A1,0.3025433609321096,0.39116771109317416,0.77,0.22999999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EIF4B,-0.07547790890703233,0.3353262116595626,0.413,0.413,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ELMSAN1,0.11465607577077959,0.35277359591581553,0.627,0.373,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
EP300,0.6034435121402119,0.39788465721829036,0.932,0.06799999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ERCC2,-0.3393978166121652,0.33626180181190396,0.148,0.148,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ERCC3,0.258419395136056,0.362744112177296,0.77,0.22999999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ERN2,-0.09621031062455729,0.34559128449976845,0.376,0.376,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
FBXO15,-0.13801650629189932,0.3507572481539698,0.362,0.362,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
FIP1L1,-0.03163425212386075,0.35488306528445984,0.48,0.48,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
FLNA,-0.30380440571645617,0.31515953847443334,0.162,0.162,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
FOXP1,0.3982470192103164,0.3791310488273349,0.851,0.14900000000000002,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
FOXP3,1.4392848526544761,0.4710078112343051,0.998,0.0020000000000000018,0.6821499285697235,1.5372842964563747,0.38240610410306286,200,50,4,500
FUS,-0.921048269931146,0.3782888909577463,0.005,0.005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GABPA,0.05710610198273601,0.35029821671783523,0.563,0.43700000000000006,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GABPB1,-7.354058795451715e-05,0.3596064245795191,0.486,0.486,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GAGE2B,0.18019136307480815,0.34924328386490316,0.688,0.31200000000000006,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GANAB,0.40003298192700787,0.3662108112297722,0.862,0.138,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GEMIN5,-0.16138570798712018,0.3305154928524789,0.3,0.3,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GET4,0.06090902732852489,0.35165058658644444,0.576,0.42400000000000004,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GFPT1,0.8249503406257144,0.4221115068111646,0.981,0.019000000000000017,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GLTSCR1,0.06593269401189339,0.3427558380346288,0.592,0.40800000000000003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GMEB2,-0.38820524799322365,0.33996648211406116,0.118,0.118,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GMPPB,0.7883752063766262,0.38098588167060815,0.98,0.020000000000000018,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GOLT1A,-0.12310237188411652,0.33502066371030154,0.358,0.358,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GOSR2,0.13477600624114677,0.3537551266039663,0.638,0.362,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GPATCH8,0.0851988163765558,0.346849772847591,0.585,0.41500000000000004,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GPHA2,-0.07598492485144805,0.3469769033887819,0.395,0.395,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GPN1,0.3845573556373978,0.37422056819164967,0.844,0.15600000000000003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GPN2,0.8432793836738539,0.3965839274818537,0.982,0.018000000000000016,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GPN3,-0.027432409960174264,0.33271062455126366,0.466,0.466,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GPS2,-1.1287757400747667,0.41799403591753564,0.003,0.003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GRB2,-0.9515474356012642,0.37390800876355573,0.002,0.002,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GRIPAP1,0.11994406635181112,0.3560547757454681,0.638,0.362,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GTF2A1,0.09469253038801995,0.36368771981008585,0.602,0.398,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GTF2A2,0.25709866383992297,0.36865543397871003,0.755,0.245,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GTF2E1,-0.12465639705073808,0.3455876328646085,0.361,0.361,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
GTF3C6,-0.15135864032570884,0.3398573194437988,0.322,0.322,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HBS1L,-0.04056988947734664,0.34052136023582996,0.454,0.454,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HDAC3,-1.3864957647043006,0.4551930162405984,0.0,0.0,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HEATR1,-0.07813589781262156,0.3706864550410435,0.434,0.434,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HEATR3,-0.014809424077388757,0.3457090041217522,0.478,0.478,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HEMK1,-0.17644470691603675,0.3503506870630067,0.311,0.311,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HIRA,-1.0660537416630316,0.39340236379821353,0.001,0.001,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HIVEP2,-0.08489714103455871,0.3380812387669749,0.396,0.396,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HLX,0.03331240503349652,0.3527970495668065,0.521,0.479,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HMGB3,-0.22467121518858202,0.32988331998269776,0.247,0.247,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HNRNPM,0.2859363808776038,0.3650482708579127,0.794,0.20599999999999996,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HNRNPU,0.24952891839488037,0.3685543726088957,0.748,0.252,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HOXA11,-0.1522089172136618,0.34575347828603303,0.336,0.336,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HSPA13,0.2079913853684569,0.34855563296044306,0.721,0.279,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
HYPK,0.20310715168368704,0.35613550792689797,0.706,0.29400000000000004,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
IARS,0.03326312897150489,0.37780943767900527,0.522,0.478,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
IARS2,0.2830835515921817,0.3595158149239029,0.786,0.21399999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
IGBP1,0.4288141811788232,0.38054906138641204,0.866,0.134,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
IKZF3,0.4838975848879159,0.37158558162834887,0.913,0.08699999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
INO80E,0.14793182696678508,0.3404976742717812,0.651,0.349,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
INTS4,-0.28802446725417485,0.3457985529860074,0.208,0.208,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
IPO8,0.31725378154374145,0.37817128616027174,0.809,0.19099999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
IRF4,-1.2180287042538922,0.4533117786653791,0.003,0.003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ITK,0.295564567360687,0.3400730391543839,0.803,0.19699999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ITPKB,-0.9569232699480797,0.38917386336915116,0.005,0.005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
JKAMP,0.030791700715424586,0.3366623338573068,0.534,0.46599999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
JUNB,-1.019609979125892,0.38910729718225434,0.008,0.008,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KAT7,0.48690179062741373,0.35993722557910157,0.902,0.09799999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KCTD3,0.037181907650900764,0.3387798288065214,0.541,0.45899999999999996,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KDM3B,0.32706134582517477,0.3291354841509324,0.842,0.15800000000000003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KDM6B,0.28741078441004225,0.33542188232075676,0.81,0.18999999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KIAA1429,0.11121173314713735,0.3684145243951302,0.607,0.393,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KIAA2013,-0.6749471413527183,0.3657151224732064,0.039,0.039,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KIDINS220,0.2650795403422538,0.36080776994950303,0.768,0.23199999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KLF8,-0.25057887722256766,0.33425669503198957,0.24,0.24,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KMT2D,0.5832451604150254,0.3941521694302862,0.931,0.06899999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KPNB1,0.07335442553679974,0.379216602051485,0.566,0.43400000000000005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KRTAP12-1,-0.048315240406216625,0.3522537979273564,0.436,0.436,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
KRTAP20-2,-0.08074305935813805,0.35394570097859696,0.419,0.419,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LCP2,1.089238038230247,0.4269276475381738,0.998,0.0020000000000000018,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LIMS2,-0.22557062961638155,0.34128372894200976,0.244,0.244,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LPIN2,-0.06538003178879495,0.343883595382173,0.439,0.439,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LRRC8A,0.06926819388967999,0.3225702178875165,0.586,0.41400000000000003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LSM11,-0.7435144593200469,0.3524379565011768,0.027,0.027,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LSM2,0.3083569788059408,0.37984669372691315,0.787,0.21299999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LSM4,-0.12443713556501806,0.33097681331234136,0.355,0.355,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LSM5,0.26649855061559785,0.36715753384538646,0.768,0.23199999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
LSM8,0.001499473844774344,0.346509965740712,0.496,0.496,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MAML1,0.18952327383104176,0.33701778728810294,0.718,0.28200000000000003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MAMLD1,-0.08125342668503144,0.337004722761123,0.396,0.396,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MANF,0.07532538860148376,0.3436110037505321,0.584,0.41600000000000004,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MAPKAP1,-0.08046891622111847,0.34051880652202543,0.417,0.417,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MCM5,-0.847879338629507,0.38730267269551355,0.012,0.012,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MCRS1,0.15245921035873325,0.35417829285938907,0.681,0.31899999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MEAF6,0.8205681672213504,0.39046565846969233,0.985,0.015000000000000013,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED10,0.5549356236518806,0.36998806694387165,0.933,0.06699999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED11,0.3352148342473556,0.3605314824649601,0.814,0.18600000000000005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED12,0.2673834381434964,0.35796270280967396,0.768,0.23199999999999998,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED19,0.6552558599345072,0.38908712693137537,0.959,0.041000000000000036,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED21,0.5851453066422859,0.3723000909364754,0.942,0.05800000000000005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED25,0.12798428987891014,0.34619323121266604,0.643,0.357,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED27,0.058230164362960364,0.3584586630801332,0.555,0.44499999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED28,0.3701466426430478,0.3498698068164842,0.858,0.14200000000000002,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED29,0.1802231645284904,0.3614464926583576,0.691,0.30900000000000005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED30,0.9871884818659372,0.4365907663964827,0.991,0.009000000000000008,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED31,0.40716739648821476,0.35916163696862907,0.866,0.134,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED6,0.16649971061931615,0.35310046946229917,0.682,0.31799999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED8,0.7378428924484464,0.3914163494492066,0.974,0.026000000000000023,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MED9,-0.00513737479737533,0.33873778252377285,0.498,0.498,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MEPCE,0.29619610029346777,0.37252524523691055,0.787,0.21299999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
METTL14,0.21335879150989795,0.33101182054663414,0.735,0.265,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MIDN,0.6790698387128197,0.37961245963339013,0.961,0.039000000000000035,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MME,-0.2796448793524138,0.33396979234675217,0.193,0.193,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRGBP,0.13560357311962012,0.3430361402308102,0.653,0.347,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRPL20,0.09055839290143876,0.3516701798079307,0.602,0.398,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRPL52,-0.08087357660760403,0.33077075688684465,0.402,0.402,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRPS10,-0.3567973117515069,0.3317259748398428,0.131,0.131,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRPS16,-0.07332578298819316,0.3248659528824143,0.408,0.408,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRPS23,0.11984542610341606,0.33992890115270935,0.635,0.365,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MRPS9,0.17921686947089835,0.3635126958403538,0.681,0.31899999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MTF1,-1.0302220773137953,0.3977282868305116,0.002,0.002,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
MYO7B,-0.15974686588460948,0.33344389514666617,0.317,0.317,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NAA15,0.34106605276985413,0.38320555842180976,0.812,0.18799999999999994,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NAB2,0.4846208090175041,0.37361582828438045,0.911,0.08899999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NAMPT,-0.02156346917990432,0.36192365612997907,0.48,0.48,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NCBP1,0.5275255416217246,0.3717013064768748,0.919,0.08099999999999996,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NCOA3,0.20421676416933363,0.3428235217927395,0.723,0.277,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NCOR1,-1.0225701327976373,0.4011428671736886,0.006,0.006,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NCOR2,-1.0818272194861307,0.41732462198099957,0.005,0.005,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NDUFB11,0.06977358680919861,0.34277678764029557,0.601,0.399,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NDUFB8,-0.1656428241338352,0.3425063097137389,0.305,0.305,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NEK11,-0.13766068362959472,0.33859102623546355,0.343,0.343,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NELFA,-0.10449940655526575,0.33797017467017326,0.388,0.388,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NELFB,0.07845093228281177,0.3529027294444329,0.587,0.41300000000000003,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NFATC1,0.040010150682055386,0.3230688437760262,0.552,0.44799999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NFKB2,0.5483936185644515,0.36852984902424446,0.933,0.06699999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NFKBIB,-0.13558462394697768,0.34968288179653967,0.344,0.344,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NFRKB,0.24395137934851513,0.3458204919909447,0.764,0.236,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NHEJ1,-0.17143702251052317,0.3312470994391444,0.31,0.31,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NKAP,-0.06654219744765134,0.3381756111012121,0.424,0.424,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NKX2-6,-0.4666323368114466,0.3435188837194957,0.082,0.082,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NMNAT1,0.12107592289632853,0.34545980613367305,0.64,0.36,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NOG,-0.17771973093329413,0.33860222320015804,0.296,0.296,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NOL7,-0.22860124132500592,0.35275447760361023,0.26,0.26,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NOSIP,0.26270821831055063,0.34662010763447687,0.786,0.21399999999999997,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NSF,-0.07197026464009844,0.32407092720407726,0.417,0.417,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NSMCE1,-0.09407796241781542,0.3449694357947615,0.392,0.392,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NUFIP2,-0.05287405003822496,0.3475622775954728,0.422,0.422,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NUS1,0.5850749872818969,0.3673919104061352,0.948,0.052000000000000046,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
NXT1,0.2825224173850588,0.35398653932494545,0.79,0.20999999999999996,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
Non-Targeting Control,-0.3314623475454709,0.30780782569251,0.131,0.131,0.6821499285697235,1.5372842964563747,0.38240610410306286,4000,1000,4,500
OGT,0.2911580825697755,0.3544155605081147,0.802,0.19799999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
OPN1SW,-0.37575235975960336,0.33140770568652156,0.142,0.142,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
ORAI1,0.16089492343942619,0.34816053963197835,0.678,0.32199999999999995,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
PABPC1,0.2647339547141537,0.37345757728435564,0.759,0.241,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
PAFAH2,-0.07237630987396686,0.33927234196333267,0.425,0.425,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
PAGE2B,-0.035224753555804636,0.355448535516701,0.458,0.458,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
PALM2-AKAP2,-0.20882386565615546,0.3437868701769782,0.284,0.284,0.6821499285697235,1.5372842964563747,0.38240610410306286,16,4,4,500
