gene,dir,fdr,log2fc,neglog10_fdr,abs_log2fc,hit
PTPRT,neg,1.0,-0.083409,-0.0,0.083409,False
MYH11,neg,1.0,-0.075688,-0.0,0.075688,False
SCARA5,neg,1.0,-0.081033,-0.0,0.081033,False
NUP50,neg,1.0,0.054166,-0.0,0.054166,False
CCDC38,neg,1.0,-0.19241,-0.0,0.19241,False
KLF16,neg,1.0,-0.022809,-0.0,0.022809,False
UEVLD,neg,1.0,-0.052551,-0.0,0.052551,False
FSTL3,neg,1.0,-0.0049979,-0.0,0.0049979,False
CHRM3,neg,1.0,0.0020073,-0.0,0.0020073,False
NTRK1,neg,1.0,-0.16379,-0.0,0.16379,False
ETNPPL,neg,1.0,0.030338,-0.0,0.030338,False
PRND,neg,1.0,-0.087509,-0.0,0.087509,False
ADCY3,neg,1.0,0.049041,-0.0,0.049041,False
TLE6,neg,1.0,0.098348,-0.0,0.098348,False
DNAAF2,neg,1.0,0.25363,-0.0,0.25363,False
NR1H2,neg,1.0,0.060424,-0.0,0.060424,False
BHLHE22,neg,1.0,0.043998,-0.0,0.043998,False
AP3B1,neg,1.0,-0.12065,-0.0,0.12065,False
OR5H15,neg,1.0,-0.057676,-0.0,0.057676,False
MT1H,neg,1.0,0.04881,-0.0,0.04881,False
ACTL7A,neg,1.0,0.1103,-0.0,0.1103,False
GZMA,neg,1.0,-0.014209,-0.0,0.014209,False
GSTA5,neg,1.0,-0.030542,-0.0,0.030542,False
RRN3,neg,1.0,-0.12407,-0.0,0.12407,False
MECP2,neg,1.0,-0.015937,-0.0,0.015937,False
PRTFDC1,neg,1.0,0.10805,-0.0,0.10805,False
NTNG2,neg,1.0,-0.010589,-0.0,0.010589,False
LMBRD2,neg,1.0,-0.090722,-0.0,0.090722,False
LRRC42,neg,1.0,-0.017248,-0.0,0.017248,False
IGSF22,neg,1.0,-0.085663,-0.0,0.085663,False
TRIM71,neg,1.0,0.0020078,-0.0,0.0020078,False
OAF,neg,1.0,-0.10943,-0.0,0.10943,False
GNPDA2,neg,1.0,0.15957,-0.0,0.15957,False
RBBP7,neg,1.0,-0.1055,-0.0,0.1055,False
CARS,neg,1.0,0.30562,-0.0,0.30562,False
TMEM183B,neg,1.0,-0.18364,-0.0,0.18364,False
PRKD1,neg,1.0,0.11007,-0.0,0.11007,False
ZDHHC20,neg,1.0,-0.12142,-0.0,0.12142,False
BAHD1,neg,1.0,-0.10407,-0.0,0.10407,False
LRRC14,neg,1.0,0.091732,-0.0,0.091732,False
USP30,neg,1.0,-0.076209,-0.0,0.076209,False
RASSF7,neg,1.0,-0.13568,-0.0,0.13568,False
SLC7A14,neg,1.0,-0.10626,-0.0,0.10626,False
IGFLR1,neg,1.0,-0.14509,-0.0,0.14509,False
TMOD3,neg,1.0,-0.039853,-0.0,0.039853,False
NMRK2,neg,1.0,-0.072376,-0.0,0.072376,False
OTUB2,neg,1.0,-0.031669,-0.0,0.031669,False
SLC35F6,neg,1.0,0.16914,-0.0,0.16914,False
POLD1,neg,1.0,-0.16696,-0.0,0.16696,False
USP17L11,neg,1.0,0.29755,-0.0,0.29755,False
CRY2,neg,1.0,-0.12333,-0.0,0.12333,False
OR2T2,neg,1.0,0.027296,-0.0,0.027296,False
MAGEA11,neg,1.0,0.025364,-0.0,0.025364,False
ZNF627,neg,1.0,-0.0769,-0.0,0.0769,False
EFCC1,neg,1.0,-0.12942,-0.0,0.12942,False
CRLF1,neg,1.0,0.055177,-0.0,0.055177,False
ZNF284,neg,1.0,-0.05577,-0.0,0.05577,False
POTEC,neg,1.0,0.075531,-0.0,0.075531,False
UGT1A1,neg,1.0,-0.19118,-0.0,0.19118,False
DNAJC30,pos,0.811357,0.27676,0.09078801260109064,0.27676,False
APBA1,neg,1.0,-0.028,-0.0,0.028,False
CARNS1,neg,1.0,-0.09038,-0.0,0.09038,False
RBMS1,neg,1.0,-0.15127,-0.0,0.15127,False
ANKRD13B,neg,1.0,0.019826,-0.0,0.019826,False
CADM3,neg,1.0,-0.15134,-0.0,0.15134,False
DEPDC4,neg,1.0,0.019437,-0.0,0.019437,False
SARDH,neg,1.0,-0.12596,-0.0,0.12596,False
PAX4,neg,1.0,-0.1681,-0.0,0.1681,False
RACGAP1,neg,1.0,0.14154,-0.0,0.14154,False
VAMP1,neg,1.0,0.048456,-0.0,0.048456,False
SLC27A2,neg,1.0,0.1305,-0.0,0.1305,False
PRX,neg,1.0,-0.12793,-0.0,0.12793,False
RIPK1,neg,1.0,-0.10003,-0.0,0.10003,False
FASTKD5,neg,1.0,0.055619,-0.0,0.055619,False
CCDC178,neg,1.0,-0.077032,-0.0,0.077032,False
KANSL1,neg,1.0,-0.013459,-0.0,0.013459,False
INCA1,neg,1.0,0.093606,-0.0,0.093606,False
OR4F29,neg,1.0,-0.030056,-0.0,0.030056,False
GREB1,neg,1.0,-0.14757,-0.0,0.14757,False
PTPDC1,neg,1.0,-0.0089234,-0.0,0.0089234,False
USP45,neg,1.0,-0.038625,-0.0,0.038625,False
PAIP2B,neg,1.0,-0.082667,-0.0,0.082667,False
EMX1,neg,1.0,-0.055172,-0.0,0.055172,False
URB1,neg,1.0,0.17906,-0.0,0.17906,False
OSBPL9,neg,1.0,0.042342,-0.0,0.042342,False
BEND6,neg,1.0,-0.064785,-0.0,0.064785,False
KIZ,neg,1.0,-0.036745,-0.0,0.036745,False
OPN3,neg,1.0,-0.1173,-0.0,0.1173,False
REXO2,neg,1.0,0.071071,-0.0,0.071071,False
B3GALNT1,neg,1.0,-0.0017646,-0.0,0.0017646,False
KISS1,neg,1.0,-0.089902,-0.0,0.089902,False
INPP4B,neg,1.0,-0.16221,-0.0,0.16221,False
OR51V1,neg,1.0,-0.057436,-0.0,0.057436,False
FAM193A,neg,1.0,0.13726,-0.0,0.13726,False
AMFR,neg,1.0,0.28254,-0.0,0.28254,False
OR8G5,neg,1.0,0.016348,-0.0,0.016348,False
MORF4L1,neg,1.0,-0.13135,-0.0,0.13135,False
IFT172,neg,1.0,-0.11933,-0.0,0.11933,False
C2orf76,neg,1.0,-0.011747,-0.0,0.011747,False
FEV,neg,1.0,-0.065562,-0.0,0.065562,False
DERL2,neg,1.0,0.2413,-0.0,0.2413,False
AP3M2,neg,1.0,0.054501,-0.0,0.054501,False
LHX8,neg,1.0,0.010322,-0.0,0.010322,False
GPR155,neg,1.0,-0.043599,-0.0,0.043599,False
NDFIP1,neg,1.0,-0.04345,-0.0,0.04345,False
RTP5,neg,1.0,0.029089,-0.0,0.029089,False
SAYSD1,neg,1.0,0.18257,-0.0,0.18257,False
SPPL3,neg,1.0,-0.11064,-0.0,0.11064,False
TMEM194B,neg,1.0,-0.090606,-0.0,0.090606,False
TFIP11,neg,1.0,0.16878,-0.0,0.16878,False
CLEC4A,neg,1.0,0.15936,-0.0,0.15936,False
SLC43A2,neg,1.0,0.16637,-0.0,0.16637,False
PREP,neg,1.0,-0.15306,-0.0,0.15306,False
USP37,neg,1.0,-0.25004,-0.0,0.25004,False
FAM117B,neg,1.0,-0.147,-0.0,0.147,False
PCDHB10,neg,1.0,0.11209,-0.0,0.11209,False
GABRR3,neg,1.0,-0.12496,-0.0,0.12496,False
AP5S1,neg,1.0,-0.050443,-0.0,0.050443,False
OR10T2,neg,1.0,-0.0072525,-0.0,0.0072525,False
IER3IP1,neg,1.0,-0.060504,-0.0,0.060504,False
QKI,neg,1.0,-0.16202,-0.0,0.16202,False
TYMSOS,pos,0.695694,0.45276,0.15758174219090285,0.45276,False
RASGRP1,neg,1.0,-0.088672,-0.0,0.088672,False
NID2,neg,1.0,0.20655,-0.0,0.20655,False
PRR5,neg,1.0,-0.02212,-0.0,0.02212,False
IGSF11,neg,1.0,-0.082189,-0.0,0.082189,False
ADAM19,neg,1.0,-0.038042,-0.0,0.038042,False
SRXN1,neg,1.0,-0.019025,-0.0,0.019025,False
DCX,neg,1.0,-0.12694,-0.0,0.12694,False
ATP11A,neg,1.0,0.0047826,-0.0,0.0047826,False
GP9,neg,1.0,0.042983,-0.0,0.042983,False
GOLGA8B,neg,1.0,0.17892,-0.0,0.17892,False
SH2B1,neg,1.0,-0.057919,-0.0,0.057919,False
TRIM43,neg,1.0,-0.095437,-0.0,0.095437,False
OR2L5,neg,1.0,0.029053,-0.0,0.029053,False
RBM44,neg,1.0,-0.013903,-0.0,0.013903,False
FAM209B,neg,1.0,0.0073596,-0.0,0.0073596,False
STARD3,neg,1.0,0.02684,-0.0,0.02684,False
SENP5,neg,1.0,0.029206,-0.0,0.029206,False
ARHGAP36,neg,1.0,-0.14347,-0.0,0.14347,False
JUND,neg,1.0,-0.025373,-0.0,0.025373,False
DERL3,neg,1.0,-0.038315,-0.0,0.038315,False
CCDC141,neg,1.0,-0.086193,-0.0,0.086193,False
CCDC102A,neg,1.0,0.20668,-0.0,0.20668,False
GGA1,neg,1.0,-0.059995,-0.0,0.059995,False
RPL7L1,neg,1.0,-0.010232,-0.0,0.010232,False
OR51B4,neg,1.0,0.082202,-0.0,0.082202,False
HNRNPDL,neg,1.0,-0.013134,-0.0,0.013134,False
CCNO,neg,1.0,-0.0050307,-0.0,0.0050307,False
BNIP3,neg,1.0,-0.1479,-0.0,0.1479,False
SMIM21,neg,1.0,-0.11908,-0.0,0.11908,False
HIAT1,pos,0.898679,0.20553,0.046395406624345215,0.20553,False
PRR12,neg,1.0,-0.070489,-0.0,0.070489,False
GPR52,neg,1.0,-0.16742,-0.0,0.16742,False
PIK3AP1,neg,1.0,-0.042208,-0.0,0.042208,False
NEDD8,neg,1.0,-0.11409,-0.0,0.11409,False
DCSTAMP,neg,1.0,-0.15813,-0.0,0.15813,False
CXCL3,neg,1.0,0.031495,-0.0,0.031495,False
RASD1,neg,1.0,0.14532,-0.0,0.14532,False
DNAJB12,neg,1.0,0.03813,-0.0,0.03813,False
CYGB,neg,1.0,-0.032146,-0.0,0.032146,False
TLR8,neg,1.0,0.09602,-0.0,0.09602,False
AAED1,neg,1.0,-0.13194,-0.0,0.13194,False
MIEN1,neg,1.0,0.20954,-0.0,0.20954,False
POLL,neg,1.0,0.12063,-0.0,0.12063,False
LCN1,neg,1.0,-0.19188,-0.0,0.19188,False
CEACAM5,neg,1.0,0.011467,-0.0,0.011467,False
NMI,neg,1.0,0.058057,-0.0,0.058057,False
ANKRD34A,neg,1.0,-0.01658,-0.0,0.01658,False
PNMA6A,neg,1.0,-0.10167,-0.0,0.10167,False
STK38L,neg,1.0,-0.097785,-0.0,0.097785,False
OR4B1,neg,1.0,0.014001,-0.0,0.014001,False
WNT11,neg,1.0,-0.083496,-0.0,0.083496,False
GJC3,neg,1.0,0.066719,-0.0,0.066719,False
CCDC149,neg,1.0,-0.039468,-0.0,0.039468,False
GATC,neg,1.0,0.013697,-0.0,0.013697,False
TTC16,neg,1.0,-0.02999,-0.0,0.02999,False
PRKCA,neg,1.0,0.043501,-0.0,0.043501,False
DEFB112,neg,1.0,-0.20808,-0.0,0.20808,False
METTL2A,neg,1.0,-0.13741,-0.0,0.13741,False
KHDRBS3,neg,1.0,-0.031401,-0.0,0.031401,False
CHST12,neg,1.0,-0.060876,-0.0,0.060876,False
BOLA1,neg,1.0,-0.14318,-0.0,0.14318,False
CDKN2C,neg,1.0,-0.11184,-0.0,0.11184,False
CCL18,neg,1.0,-0.087767,-0.0,0.087767,False
KRTAP10-4,neg,1.0,0.050944,-0.0,0.050944,False
MAGEA2,neg,1.0,0.12302,-0.0,0.12302,False
MAP6,neg,1.0,-0.18327,-0.0,0.18327,False
TASP1,neg,1.0,-0.016149,-0.0,0.016149,False
FNBP1,neg,1.0,-0.077181,-0.0,0.077181,False
ZNF517,neg,1.0,-0.095814,-0.0,0.095814,False
TAS2R30,neg,1.0,-0.094976,-0.0,0.094976,False
SPATA8,neg,1.0,0.076083,-0.0,0.076083,False
ZNF843,neg,1.0,-0.1072,-0.0,0.1072,False
LRRC37A3,neg,1.0,-0.10659,-0.0,0.10659,False
CPOX,neg,1.0,-0.041025,-0.0,0.041025,False
CSNK1A1L,neg,1.0,-0.053746,-0.0,0.053746,False
MRPL28,neg,1.0,0.09495,-0.0,0.09495,False
FABP12,neg,1.0,-0.10319,-0.0,0.10319,False
TMPRSS2,neg,1.0,-0.034909,-0.0,0.034909,False
ZNF107,neg,1.0,-0.11906,-0.0,0.11906,False
PARL,neg,1.0,-0.0099237,-0.0,0.0099237,False
C9orf57,neg,1.0,-0.11689,-0.0,0.11689,False
WSCD1,neg,1.0,0.14517,-0.0,0.14517,False
FASTK,neg,1.0,-0.062688,-0.0,0.062688,False
MAP3K19,neg,1.0,0.0028337,-0.0,0.0028337,False
SLC36A1,neg,1.0,-0.15528,-0.0,0.15528,False
C6orf132,neg,1.0,-0.13961,-0.0,0.13961,False
GJA5,neg,1.0,-0.093984,-0.0,0.093984,False
ADCYAP1,neg,1.0,-0.0022426,-0.0,0.0022426,False
C11orf21,neg,1.0,-0.072121,-0.0,0.072121,False
CRYZ,neg,1.0,0.043614,-0.0,0.043614,False
RAMP2,neg,1.0,0.16417,-0.0,0.16417,False
PCDH11Y,neg,1.0,-0.106,-0.0,0.106,False
HYLS1,neg,1.0,-0.027496,-0.0,0.027496,False
2023-03-08 00:00:00,neg,1.0,-0.15786,-0.0,0.15786,False
EEF2,neg,1.0,-0.28589,-0.0,0.28589,False
OR1S2,neg,1.0,-0.10175,-0.0,0.10175,False
CPPED1,neg,1.0,-0.14336,-0.0,0.14336,False
CCNT1,neg,1.0,-0.16798,-0.0,0.16798,False
TUBB3,neg,1.0,-0.198,-0.0,0.198,False
UBE2U,neg,1.0,-0.099858,-0.0,0.099858,False
PCDHA8,neg,1.0,-0.01709,-0.0,0.01709,False
CRYAA,neg,1.0,0.0268,-0.0,0.0268,False
HIST1H1T,neg,1.0,-0.037866,-0.0,0.037866,False
CPNE4,neg,1.0,-0.1207,-0.0,0.1207,False
IFIT1B,neg,1.0,-0.154,-0.0,0.154,False
MTO1,neg,1.0,0.051173,-0.0,0.051173,False
SLC38A8,neg,1.0,-0.11347,-0.0,0.11347,False
CUEDC1,neg,1.0,-0.084676,-0.0,0.084676,False
CENPA,neg,1.0,-0.00368,-0.0,0.00368,False
ZFP1,neg,1.0,-0.0736,-0.0,0.0736,False
LDHD,neg,1.0,-0.010102,-0.0,0.010102,False
CCDC173,neg,1.0,-0.10314,-0.0,0.10314,False
SPRED3,neg,1.0,-0.069121,-0.0,0.069121,False
MYEF2,neg,1.0,-0.038528,-0.0,0.038528,False
ATF4,neg,1.0,0.05593,-0.0,0.05593,False
FN3KRP,neg,1.0,-0.10017,-0.0,0.10017,False
UCP2,neg,1.0,0.23495,-0.0,0.23495,False
FAM132A,neg,1.0,0.01738,-0.0,0.01738,False
TOR1A,neg,1.0,-0.072052,-0.0,0.072052,False
EYA1,neg,1.0,-0.11967,-0.0,0.11967,False
MBD5,neg,1.0,-0.17653,-0.0,0.17653,False
LAYN,neg,1.0,0.056358,-0.0,0.056358,False
RAD21,neg,1.0,0.43813,-0.0,0.43813,False
YWHAE,neg,1.0,-0.16469,-0.0,0.16469,False
TCTEX1D2,neg,1.0,-0.019533,-0.0,0.019533,False
OR5K3,neg,1.0,-0.17498,-0.0,0.17498,False
IL2RB,neg,1.0,-0.18712,-0.0,0.18712,False
SIRT2,neg,1.0,-0.12988,-0.0,0.12988,False
ZNF747,neg,1.0,-0.087101,-0.0,0.087101,False
RAPGEF2,neg,1.0,-0.012643,-0.0,0.012643,False
C2orf61,neg,1.0,-0.17161,-0.0,0.17161,False
MRPL14,neg,1.0,-0.093283,-0.0,0.093283,False
SLC7A7,neg,1.0,-0.012096,-0.0,0.012096,False
KIAA1549L,neg,1.0,-0.061424,-0.0,0.061424,False
NBPF12,neg,1.0,0.085454,-0.0,0.085454,False
TNK2,neg,1.0,-0.11987,-0.0,0.11987,False
PLCD4,neg,1.0,-0.042144,-0.0,0.042144,False
TMEM145,neg,1.0,-0.18372,-0.0,0.18372,False
TTLL3,neg,1.0,-0.075162,-0.0,0.075162,False
TTC21B,neg,1.0,0.075098,-0.0,0.075098,False
WDR48,neg,1.0,0.064881,-0.0,0.064881,False
ABCC2,neg,1.0,-0.15264,-0.0,0.15264,False
KDM7A,neg,1.0,-0.052788,-0.0,0.052788,False
FXYD2,neg,1.0,-0.012662,-0.0,0.012662,False
IL17B,neg,1.0,0.08175,-0.0,0.08175,False
SAMD3,neg,1.0,0.11829,-0.0,0.11829,False
TPR,neg,1.0,-0.091957,-0.0,0.091957,False
UGT1A9,neg,1.0,-0.014393,-0.0,0.014393,False
ANPEP,neg,1.0,0.078441,-0.0,0.078441,False
SPATA5,neg,1.0,0.25255,-0.0,0.25255,False
ODF3,neg,1.0,-0.17845,-0.0,0.17845,False
PTPN18,neg,1.0,0.11849,-0.0,0.11849,False
PLCH2,neg,1.0,-0.046347,-0.0,0.046347,False
C6orf223,neg,1.0,-0.093166,-0.0,0.093166,False
ERMP1,neg,1.0,-0.18665,-0.0,0.18665,False
ST3GAL4,neg,1.0,-0.10408,-0.0,0.10408,False
GBX2,neg,1.0,-0.073385,-0.0,0.073385,False
PRR20C,neg,1.0,-0.16382,-0.0,0.16382,False
CABP7,neg,1.0,-0.11796,-0.0,0.11796,False
HIST1H3F,neg,1.0,-0.17726,-0.0,0.17726,False
MRPS28,neg,1.0,-0.13456,-0.0,0.13456,False
VSIG2,neg,1.0,-0.031103,-0.0,0.031103,False
RHBDL3,neg,1.0,0.039978,-0.0,0.039978,False
CLCN1,neg,1.0,-0.053705,-0.0,0.053705,False
SPHK1,neg,1.0,-0.12998,-0.0,0.12998,False
CTNNA2,neg,1.0,0.063956,-0.0,0.063956,False
RBM4,neg,1.0,-0.16993,-0.0,0.16993,False
KRT38,neg,1.0,-0.011497,-0.0,0.011497,False
ACVR1B,neg,1.0,0.024451,-0.0,0.024451,False
CNOT8,neg,1.0,-0.080546,-0.0,0.080546,False
LOC100130370,neg,1.0,-0.14863,-0.0,0.14863,False
FNTA,neg,1.0,-0.074677,-0.0,0.074677,False
FHDC1,neg,1.0,0.12913,-0.0,0.12913,False
EXTL2,neg,1.0,-0.061106,-0.0,0.061106,False
ADCY10,neg,1.0,-0.035546,-0.0,0.035546,False
COMMD6,neg,1.0,-0.089522,-0.0,0.089522,False
USP40,neg,1.0,-0.0040223,-0.0,0.0040223,False
IRX1,neg,1.0,-0.11072,-0.0,0.11072,False
TMEM121,neg,1.0,-0.098503,-0.0,0.098503,False
MBOAT2,neg,1.0,0.079117,-0.0,0.079117,False
TTLL5,neg,1.0,-0.065584,-0.0,0.065584,False
OR51B6,neg,1.0,-0.086725,-0.0,0.086725,False
NCBP2,neg,1.0,0.2301,-0.0,0.2301,False
ISM2,neg,1.0,0.045887,-0.0,0.045887,False
OR1J2,neg,1.0,-0.11455,-0.0,0.11455,False
MSRA,neg,1.0,-0.070791,-0.0,0.070791,False
SLC39A2,neg,1.0,-0.20048,-0.0,0.20048,False
SLC9A4,neg,1.0,0.072028,-0.0,0.072028,False
POC1B,neg,1.0,-0.084007,-0.0,0.084007,False
NFE2L1,neg,1.0,-0.0044206,-0.0,0.0044206,False
DAND5,neg,1.0,-0.031381,-0.0,0.031381,False
HIST1H3C,neg,1.0,-0.12636,-0.0,0.12636,False
SBF1,neg,1.0,0.02341,-0.0,0.02341,False
SHC2,neg,1.0,-0.16341,-0.0,0.16341,False
LACTBL1,neg,1.0,-0.033496,-0.0,0.033496,False
ITIH5,neg,1.0,0.044199,-0.0,0.044199,False
FANCA,neg,1.0,-0.16575,-0.0,0.16575,False
LPGAT1,neg,1.0,0.29095,-0.0,0.29095,False
SLC4A3,neg,1.0,0.11936,-0.0,0.11936,False
ABHD13,neg,1.0,-0.17186,-0.0,0.17186,False
FGFBP1,neg,1.0,-0.066791,-0.0,0.066791,False
C15orf54,neg,1.0,0.11872,-0.0,0.11872,False
PIRT,neg,1.0,0.12985,-0.0,0.12985,False
SLC17A9,neg,1.0,-0.11095,-0.0,0.11095,False
HARS2,neg,1.0,-0.056628,-0.0,0.056628,False
DERL1,neg,1.0,0.087934,-0.0,0.087934,False
TLR9,neg,1.0,-0.001299,-0.0,0.001299,False
SERPINA12,neg,1.0,0.29048,-0.0,0.29048,False
ARSI,neg,1.0,-0.16669,-0.0,0.16669,False
TMEM170A,neg,1.0,-0.14008,-0.0,0.14008,False
CD22,neg,1.0,-0.074268,-0.0,0.074268,False
GPR33,neg,1.0,-0.026986,-0.0,0.026986,False
RAB27A,neg,1.0,-0.11324,-0.0,0.11324,False
TRADD,neg,1.0,-0.059617,-0.0,0.059617,False
SVEP1,neg,1.0,0.016434,-0.0,0.016434,False
CCDC169,neg,1.0,0.094429,-0.0,0.094429,False
FBXL5,neg,1.0,-0.023947,-0.0,0.023947,False
NCF2,neg,1.0,-0.17728,-0.0,0.17728,False
PSMB11,neg,1.0,-0.10145,-0.0,0.10145,False
TIE1,neg,1.0,-0.089212,-0.0,0.089212,False
UBASH3B,neg,1.0,-0.10741,-0.0,0.10741,False
WDR93,neg,1.0,-0.030218,-0.0,0.030218,False
TMEM163,neg,1.0,-0.19349,-0.0,0.19349,False
ZNF449,neg,1.0,-0.047859,-0.0,0.047859,False
SCD5,neg,1.0,-0.17118,-0.0,0.17118,False
RFNG,neg,1.0,0.11229,-0.0,0.11229,False
CPXCR1,neg,1.0,0.19603,-0.0,0.19603,False
SPINK13,neg,1.0,0.062229,-0.0,0.062229,False
CPED1,neg,1.0,-0.16772,-0.0,0.16772,False
RBM14-RBM4,neg,1.0,-0.14648,-0.0,0.14648,False
VCPIP1,neg,1.0,0.014707,-0.0,0.014707,False
UNC119B,neg,1.0,0.29778,-0.0,0.29778,False
RHCE,neg,1.0,0.030478,-0.0,0.030478,False
ZBTB20,neg,1.0,0.011668,-0.0,0.011668,False
UBE2Z,neg,1.0,0.0092481,-0.0,0.0092481,False
CLEC11A,neg,1.0,-0.12058,-0.0,0.12058,False
IVL,neg,1.0,-0.026108,-0.0,0.026108,False
PRR11,neg,1.0,-0.16459,-0.0,0.16459,False
C21orf58,neg,1.0,-0.17843,-0.0,0.17843,False
ZNF555,neg,1.0,-0.11699,-0.0,0.11699,False
TGFBI,neg,1.0,-0.078778,-0.0,0.078778,False
P2RY12,neg,1.0,-0.019825,-0.0,0.019825,False
GBA2,neg,1.0,-0.089281,-0.0,0.089281,False
PPIL4,neg,1.0,0.06286,-0.0,0.06286,False
PRPS2,neg,1.0,-0.039465,-0.0,0.039465,False
AMPH,neg,1.0,0.067291,-0.0,0.067291,False
UHRF1BP1,neg,1.0,-0.096453,-0.0,0.096453,False
CD101,neg,1.0,0.0015354,-0.0,0.0015354,False
CR1,neg,1.0,-0.073191,-0.0,0.073191,False
EPYC,neg,1.0,-0.035069,-0.0,0.035069,False
NKX2-2,neg,1.0,-0.066872,-0.0,0.066872,False
TRAP1,neg,1.0,0.30572,-0.0,0.30572,False
LILRB2,neg,1.0,-0.028735,-0.0,0.028735,False
POLR3GL,neg,1.0,-0.087626,-0.0,0.087626,False
MAOA,neg,1.0,-0.072599,-0.0,0.072599,False
SUPV3L1,neg,1.0,0.30006,-0.0,0.30006,False
TMEM125,neg,1.0,-0.043538,-0.0,0.043538,False
CST7,neg,1.0,-0.14157,-0.0,0.14157,False
BCAN,neg,1.0,-0.074691,-0.0,0.074691,False
IFT46,neg,1.0,0.059656,-0.0,0.059656,False
GPR82,neg,1.0,0.062295,-0.0,0.062295,False
STAT1,neg,1.0,0.057902,-0.0,0.057902,False
ISL1,neg,1.0,0.0010418,-0.0,0.0010418,False
HIST1H1D,neg,1.0,-0.14102,-0.0,0.14102,False
CCDC107,neg,1.0,0.029635,-0.0,0.029635,False
PDYN,neg,1.0,-0.092508,-0.0,0.092508,False
GINS4,neg,1.0,-0.1405,-0.0,0.1405,False
ARID5B,neg,1.0,0.076046,-0.0,0.076046,False
TPRG1L,neg,1.0,-0.15425,-0.0,0.15425,False
MAB21L2,neg,1.0,0.048712,-0.0,0.048712,False
KCNK7,neg,1.0,-0.017631,-0.0,0.017631,False
OVOL3,neg,1.0,0.10192,-0.0,0.10192,False
WIPF3,neg,1.0,-0.1406,-0.0,0.1406,False
PRAMEF6,neg,1.0,0.28524,-0.0,0.28524,False
TRIM33,neg,1.0,0.075266,-0.0,0.075266,False
MAGEA8,neg,1.0,0.0048339,-0.0,0.0048339,False
HNRNPH2,neg,1.0,-0.097811,-0.0,0.097811,False
ANGPTL5,neg,1.0,0.02088,-0.0,0.02088,False
C10orf128,neg,1.0,-0.016209,-0.0,0.016209,False
COL6A6,neg,1.0,-0.071613,-0.0,0.071613,False
OR10G7,neg,1.0,-0.029536,-0.0,0.029536,False
CCZ1,neg,1.0,0.046496,-0.0,0.046496,False
DIABLO,neg,1.0,-0.0059867,-0.0,0.0059867,False
KLHDC8A,pos,0.985014,0.45649,0.006557596832806504,0.45649,False
MAST3,neg,1.0,-0.09284,-0.0,0.09284,False
UNC119,neg,1.0,-0.15238,-0.0,0.15238,False
NPW,neg,1.0,-0.13264,-0.0,0.13264,False
ATP6V0A1,neg,1.0,-0.065169,-0.0,0.065169,False
MREG,neg,1.0,-0.068333,-0.0,0.068333,False
GLB1L3,neg,1.0,-0.025257,-0.0,0.025257,False
SGSM2,neg,1.0,0.12066,-0.0,0.12066,False
MAP4K5,neg,1.0,-0.034087,-0.0,0.034087,False
PLCXD1,neg,1.0,-0.077928,-0.0,0.077928,False
NOSTRIN,neg,1.0,0.28908,-0.0,0.28908,False
POM121C,neg,1.0,0.014508,-0.0,0.014508,False
TSGA10IP,neg,1.0,0.34129,-0.0,0.34129,False
KLF7,neg,1.0,-0.14313,-0.0,0.14313,False
S100A13,neg,1.0,0.16437,-0.0,0.16437,False
MUC4,neg,1.0,-0.13455,-0.0,0.13455,False
CYP1A1,neg,1.0,-0.10823,-0.0,0.10823,False
NTF3,neg,1.0,-0.041326,-0.0,0.041326,False
KCNH7,neg,1.0,-0.2007,-0.0,0.2007,False
C11orf84,neg,1.0,-0.08689,-0.0,0.08689,False
LRGUK,neg,1.0,0.042511,-0.0,0.042511,False
MYH13,neg,1.0,-0.24331,-0.0,0.24331,False
VANGL2,neg,1.0,-0.098012,-0.0,0.098012,False
PRKAB1,neg,1.0,0.18372,-0.0,0.18372,False
OR7D4,neg,1.0,0.083021,-0.0,0.083021,False
SIX4,neg,1.0,-0.095584,-0.0,0.095584,False
ADCK2,neg,1.0,-0.13028,-0.0,0.13028,False
C6orf58,neg,1.0,-0.15232,-0.0,0.15232,False
HSPA1B,neg,1.0,-0.00016471,-0.0,0.00016471,False
RSAD1,neg,1.0,-0.02216,-0.0,0.02216,False
ART5,neg,1.0,-0.078947,-0.0,0.078947,False
FAM126A,neg,1.0,-0.001922,-0.0,0.001922,False
C11orf85,neg,1.0,-0.070589,-0.0,0.070589,False
ZBTB47,neg,1.0,0.23765,-0.0,0.23765,False
RASGEF1C,neg,1.0,-0.034505,-0.0,0.034505,False
ZNF266,neg,1.0,0.063133,-0.0,0.063133,False
ORMDL1,neg,1.0,-0.081985,-0.0,0.081985,False
C5orf47,neg,1.0,-0.080463,-0.0,0.080463,False
CYP11B1,neg,1.0,-0.091942,-0.0,0.091942,False
CHKA,neg,1.0,-0.0332,-0.0,0.0332,False
ACTR8,pos,0.633986,0.19149,0.19792033232312267,0.19149,False
TSPYL5,neg,1.0,0.20087,-0.0,0.20087,False
LOC730183,neg,1.0,0.10154,-0.0,0.10154,False
OR1F1,neg,1.0,-0.029544,-0.0,0.029544,False
HHLA1,neg,1.0,-0.16555,-0.0,0.16555,False
RGS20,neg,1.0,-0.022925,-0.0,0.022925,False
HELT,neg,1.0,0.10127,-0.0,0.10127,False
GUCA1A,neg,1.0,-0.02858,-0.0,0.02858,False
